seqID	BLAST_segment	HMMER_segment	GenBank_segment
AB762778	10	10	NULL
AB762779	11	11	NULL
AB763956	1	1	NULL
AB763957	1	1	NULL
AB763958	2	2	NULL
AB763959	2	2	NULL
AB763960	3	3	NULL
AB763961	3	3	NULL
AB763962	1	3	NULL
AB763963	4	4	NULL
AB763964	6	6	NULL
AB763965	4	6	NULL
AB763966	5	5	NULL
AB763967	5	-	NULL
AB763968	8	8	NULL
AB763969	8	8	NULL
AB763970	7	7	NULL
AB763971	7	7	NULL
AB763972	10	10	NULL
AB763973	4	10	NULL
AB763974	11	11	NULL
AB763975	6	11	NULL
AB770153	4	4	NULL
AB770154	6	6	NULL
AB770155	1	1	NULL
AB770156	2	2	NULL
AB770157	3	3	NULL
AB770158	5	-	NULL
AB770159	8	8	NULL
AB770160	7	7	NULL
AB770161	10	10	NULL
AB770162	11	11	NULL
AB771751	8	8	NULL
AB771754	2	8	NULL
AB771755	5	8	NULL
AB771756	8	8	NULL
AB771757	8	8	NULL
AB771758	9	8	NULL
AB771760	6	8	NULL
AB771762	2	8	NULL
AB771763	4	8	NULL
AB771764	5	8	NULL
AB771765	3	8	NULL
AB771766	9	8	NULL
AB771767	8	8	NULL
AB771768	8	8	NULL
AB771769	5	8	NULL
AB771770	9	8	NULL
AB771771	8	8	NULL
AB779619	9	9	NULL
AB779621	6	6	NULL
AB779622	1	1	NULL
AB779623	1	1	NULL
AB779624	1	1	NULL
AB779625	1	1	NULL
AB779626	2	2	NULL
AB779627	2	2	NULL
AB779628	2	2	NULL
AB779629	2	2	NULL
AB779630	4	3	NULL
AB779631	3	3	NULL
AB779632	3	3	NULL
AB779633	3	3	NULL
AB779636	5	-	NULL
AB779637	7	-	NULL
AB779638	8	8	NULL
AB779640	8	8	NULL
AB779641	8	8	NULL
AB779642	11	7	NULL
AB779643	3	7	NULL
AB779644	7	7	NULL
AB779645	1	7	NULL
AB792641	9	9	NULL
AB792642	8	9	NULL
AB792643	6	6	NULL
AB792644	1	1	NULL
AB792645	2	2	NULL
AB792646	3	3	NULL
AB792647	5	5	NULL
AB792648	8	8	NULL
AB792649	7	7	NULL
AB792650	11	11	NULL
AB792651	9	9	NULL
AB792652	6	6	NULL
AB792653	1	1	NULL
AB792654	2	2	NULL
AB792655	3	3	NULL
AB792656	8	8	NULL
AB792657	7	7	NULL
AB792658	11	11	NULL
AB796439	4	4	4
AB796440	5	4	4
AB796441	3	4	4
AB796442	4	4	4
AB796446	8	9	9
AB796447	9	9	9
AB796448	9	9	9
AB796451	6	6	6
AB796452	11	6	6
AB796453	3	6	6
AB796454	6	6	6
AB796455	4	10	10
AB796456	1	10	10
AB796457	2	10	10
AB796458	4	10	10
AB796459	3	10	10
AB796460	10	10	10
AB796462	7	11	11
AB796463	11	11	11
AB796464	2	11	11
AB796465	11	11	11
AB796466	10	11	11
AB807827	9	9	NULL
AB821311	9	9	NULL
AB821313	9	9	NULL
AB821314	7	9	NULL
AB821316	6	9	NULL
AB821317	9	9	NULL
AB821318	3	9	NULL
AB821320	7	9	NULL
AB821321	10	9	NULL
AB821322	1	9	NULL
AB821323	9	9	NULL
AB821324	3	9	NULL
AB821325	1	9	NULL
AB821326	6	9	NULL
AB821328	3	9	NULL
AB821329	9	9	NULL
AB821330	2	9	NULL
AB821331	9	9	NULL
AB821332	1	9	NULL
AB821336	9	9	NULL
AB821337	9	9	NULL
AB821338	2	9	NULL
AB821339	3	9	NULL
AB821340	5	9	NULL
AB821341	1	9	NULL
AB821342	10	9	NULL
AB821343	3	9	NULL
AB821344	6	9	NULL
AB821345	9	9	NULL
AB821400	9	9	NULL
AB821401	9	9	NULL
AB823215	4	4	NULL
AB830966	9	9	NULL
AB830967	9	9	NULL
AB830968	8	9	NULL
AB830969	8	9	NULL
AB830974	9	9	NULL
AB830975	3	9	NULL
AB830977	4	9	NULL
AB830978	7	9	NULL
AB830979	9	9	NULL
AB830989	8	9	NULL
AB830990	9	9	NULL
AB830995	9	9	NULL
AB830996	9	9	NULL
AB831000	3	9	NULL
AB831001	8	9	NULL
AB831003	9	9	NULL
AB831004	4	9	NULL
AB831006	9	9	NULL
AB831007	3	9	NULL
AB831008	8	9	NULL
AB831009	9	9	NULL
AB839736	5	8	NULL
AB839738	10	8	NULL
AB839741	5	8	NULL
AB839742	1	8	NULL
AB839743	5	8	NULL
AB839744	7	8	NULL
AB846649	2	-	NULL
AB848004	9	9	9
AB848005	4	4	4
AB848006	6	6	6
AB848007	1	1	1
AB848008	2	2	2
AB848009	3	3	3
AB848010	5	5	5
AB848011	8	8	8
AB848012	7	7	7
AB848013	10	10	10
AB848014	11	11	11
AB848997	9	9	9
AB848998	4	3	4
AB848999	6	6	6
AB849000	1	1	1
AB849001	2	2	2
AB849002	3	3	3
AB849003	5	-	5
AB849004	8	8	8
AB849005	7	7	7
AB849006	10	10	10
AB849007	11	11	11
AB853890	1	1	NULL
AB853891	2	2	NULL
AB853892	3	3	NULL
AB853893	4	3	NULL
AB853894	6	6	NULL
AB853895	9	9	NULL
AB853896	5	-	NULL
AB853897	8	8	NULL
AB853898	7	7	NULL
AB853899	10	10	NULL
AB853900	11	11	NULL
AB860313	3	-	NULL
AB860315	4	-	NULL
AB860316	7	-	NULL
AB860317	2	-	NULL
AB860318	4	-	NULL
AB860319	8	9	NULL
AB860321	8	9	NULL
AB860322	9	9	NULL
AB860324	11	9	NULL
AB860325	9	9	NULL
AB861945	1	1	NULL
AB861946	2	2	NULL
AB861947	3	3	NULL
AB861948	4	4	NULL
AB861949	6	6	NULL
AB861950	9	9	NULL
AB861951	5	5	NULL
AB861952	8	8	NULL
AB861953	7	7	NULL
AB861954	10	10	NULL
AB861955	11	11	NULL
AB861956	1	1	NULL
AB861957	2	2	NULL
AB861958	3	3	NULL
AB861959	4	4	NULL
AB861960	6	6	NULL
AB861961	9	9	NULL
AB861962	5	-	NULL
AB861963	8	8	NULL
AB861964	7	7	NULL
AB861965	10	10	NULL
AB861966	11	11	NULL
AB861967	1	1	NULL
AB861968	2	2	NULL
AB861969	3	3	NULL
AB861970	4	4	NULL
AB861971	6	6	NULL
AB861972	9	9	NULL
AB861973	5	-	NULL
AB861974	8	8	NULL
AB861975	7	7	NULL
AB861976	10	10	NULL
AB861977	11	11	NULL
AB874606	1	1	NULL
AB874608	1	1	NULL
AB874609	1	1	NULL
AB874610	1	1	NULL
AB874611	1	1	NULL
AB874612	2	2	NULL
AB874614	2	2	NULL
AB874615	2	2	NULL
AB874616	10	2	NULL
AB874617	2	2	NULL
AB874618	4	4	NULL
AB874620	9	4	NULL
AB874621	3	4	NULL
AB874622	4	4	NULL
AB874623	4	4	NULL
AB874624	1	3	NULL
AB874626	3	3	NULL
AB874627	3	3	NULL
AB874628	3	3	NULL
AB874629	3	3	NULL
AB874630	9	5	NULL
AB874632	5	5	NULL
AB874633	5	5	NULL
AB874634	10	5	NULL
AB874635	6	5	NULL
AB874636	4	8	NULL
AB874638	8	8	NULL
AB874639	2	8	NULL
AB874640	1	8	NULL
AB874641	9	8	NULL
AB874642	5	7	NULL
AB874644	7	7	NULL
AB874645	11	7	NULL
AB874646	7	7	NULL
AB874647	5	7	NULL
AB874648	4	9	NULL
AB874650	8	9	NULL
AB874651	8	9	NULL
AB874652	9	9	NULL
AB874653	8	9	NULL
AB874654	1	6	NULL
AB874656	9	6	NULL
AB874657	6	6	NULL
AB874658	6	6	NULL
AB874659	7	6	NULL
AB874660	11	11	NULL
AB874662	2	-	NULL
AB874663	11	-	NULL
AB874664	11	11	NULL
AB874665	10	11	NULL
AB874666	1	10	NULL
AB874668	10	10	NULL
AB874669	3	10	NULL
AB874671	11	10	NULL
AB889500	6	5	NULL
AB889501	2	5	NULL
AB889502	5	5	NULL
AB889503	9	5	NULL
AB889506	6	5	NULL
AB889507	5	5	NULL
AB889508	2	5	NULL
AB889509	6	5	NULL
AB889510	3	5	NULL
AB889511	5	5	NULL
AB889512	7	6	NULL
AB889513	3	5	NULL
AB889514	5	5	NULL
AB889515	6	5	NULL
AB889516	2	5	NULL
AB889517	1	5	NULL
AB889518	2	5	NULL
AB889519	6	5	NULL
AB889520	5	5	NULL
AB905209	9	8	NULL
AB905210	9	8	NULL
AB905211	9	8	NULL
AB905212	8	8	NULL
AB905213	4	8	NULL
AB905214	4	8	NULL
AB905215	9	8	NULL
AB905216	9	8	NULL
AB905217	10	8	NULL
AB905218	9	8	NULL
AB905220	4	8	NULL
AB905221	8	8	NULL
AB905223	9	8	NULL
AB905225	4	8	NULL
AB905226	8	8	NULL
AB905227	9	8	NULL
AB905228	2	8	NULL
AB905229	9	8	NULL
AB905230	5	8	NULL
AB905231	3	3	NULL
AB905232	3	3	NULL
AB905233	3	3	NULL
AB905234	4	3	NULL
AB905235	3	3	NULL
AB905236	3	3	NULL
AB905237	3	3	NULL
AB905238	2	3	NULL
AB905239	3	3	NULL
AB905240	4	3	NULL
AB905241	3	3	NULL
AB905242	6	3	NULL
AB905243	4	3	NULL
AB905244	4	3	NULL
AB905245	7	3	NULL
AB905246	1	3	NULL
AB905247	3	3	NULL
AB905248	3	3	NULL
AB905249	3	3	NULL
AB905250	1	3	NULL
AB905251	3	3	NULL
AB905369	4	4	NULL
AB905370	11	4	NULL
AB905371	6	4	NULL
AB905372	3	4	NULL
AB905373	1	4	NULL
AB905374	3	4	NULL
AB905375	4	4	NULL
AB905376	10	4	NULL
AB905377	3	4	NULL
AB905455	8	9	NULL
AB905456	1	9	NULL
AB905458	9	9	NULL
AB905459	9	9	NULL
AB905460	4	9	NULL
AB905462	8	9	NULL
AB905463	9	9	NULL
AB905464	10	9	NULL
AB905465	3	9	NULL
AB905466	9	9	NULL
AB905470	9	9	NULL
AB905474	9	9	NULL
AB905476	3	9	NULL
AB905478	8	9	NULL
AB905479	9	9	NULL
AB908901	1	1	NULL
AB908902	2	2	NULL
AB908903	3	3	NULL
AB908904	4	4	NULL
AB908905	6	6	NULL
AB908906	9	9	NULL
AB908907	5	5	NULL
AB908908	8	8	NULL
AB908909	7	7	NULL
AB908910	10	10	NULL
AB908911	11	11	NULL
AB908912	1	1	NULL
AB908913	2	2	NULL
AB908914	3	3	NULL
AB908915	4	4	NULL
AB908916	6	6	NULL
AB908917	9	9	NULL
AB908918	5	5	NULL
AB908919	8	8	NULL
AB908920	7	7	NULL
AB908921	10	10	NULL
AB908922	11	11	NULL
AB908923	1	1	NULL
AB908924	2	2	NULL
AB908925	3	3	NULL
AB908926	4	4	NULL
AB908927	6	6	NULL
AB908928	9	9	NULL
AB908929	5	5	NULL
AB908930	8	8	NULL
AB908931	7	7	NULL
AB908932	10	10	NULL
AB908933	11	11	NULL
AB908934	1	1	NULL
AB908935	2	2	NULL
AB908936	3	3	NULL
AB908937	4	4	NULL
AB908938	6	6	NULL
AB908939	9	9	NULL
AB908940	5	5	NULL
AB908941	8	8	NULL
AB908942	7	7	NULL
AB908943	4	10	NULL
AB908944	11	11	NULL
AB908947	10	10	NULL
AB908948	1	1	NULL
AB908949	2	2	NULL
AB908950	3	3	NULL
AB908951	5	5	NULL
AB908952	8	8	NULL
AB908953	7	7	NULL
AB908954	10	10	NULL
AB908955	11	11	NULL
AB919145	9	9	NULL
AB919146	9	9	NULL
AB919147	11	9	NULL
AB919148	4	-	NULL
AB920342	8	9	NULL
AB920343	3	4	NULL
AB924084	1	1	NULL
AB924085	2	2	NULL
AB924086	3	3	NULL
AB924087	4	4	NULL
AB924088	6	6	NULL
AB924089	9	9	NULL
AB924090	5	5	NULL
AB924091	8	8	NULL
AB924092	7	7	NULL
AB924093	10	10	NULL
AB924094	11	11	NULL
AB924095	1	1	NULL
AB924096	2	2	NULL
AB924097	3	3	NULL
AB924098	4	4	NULL
AB924099	6	6	NULL
AB924100	9	9	NULL
AB924101	5	5	NULL
AB924102	8	8	NULL
AB924103	7	7	NULL
AB924104	10	10	NULL
AB924105	11	11	NULL
AB924106	1	1	NULL
AB924107	2	2	NULL
AB924108	3	3	NULL
AB924109	4	4	NULL
AB924110	6	6	NULL
AB924111	9	9	NULL
AB924112	5	-	NULL
AB924113	8	8	NULL
AB924114	7	7	NULL
AB924115	10	10	NULL
AB924116	11	11	NULL
AB971550	4	3	NULL
AB971551	6	6	NULL
AB971552	5	6	NULL
AB971553	1	1	NULL
AB971554	1	1	NULL
AB971555	6	2	NULL
AB971556	2	2	NULL
AB971557	3	3	NULL
AB971558	3	3	NULL
AB971559	5	-	NULL
AB971560	4	-	NULL
AB971561	8	8	NULL
AB971562	7	7	NULL
AB971563	7	7	NULL
AB971564	10	10	NULL
AB971565	11	11	NULL
AB971566	11	11	NULL
AB971568	8	9	NULL
AB971569	3	9	NULL
AB971570	9	9	NULL
AB971572	9	9	NULL
AB971573	9	9	NULL
AB971575	9	9	NULL
AB971576	9	9	NULL
AB971577	8	9	NULL
AB971578	9	9	NULL
AB971758	4	4	NULL
AB971759	9	9	NULL
AB971760	1	1	NULL
AB971761	2	2	NULL
AB971762	3	3	NULL
AB971763	4	4	NULL
AB971764	6	6	NULL
AB971765	9	9	NULL
AB971766	5	-	NULL
AB971767	8	8	NULL
AB971768	7	7	NULL
AB971769	10	10	NULL
AB971770	11	11	NULL
AB971773	4	4	NULL
AB971774	9	9	NULL
AB971775	3	4	NULL
AB971779	10	4	NULL
AB971781	4	4	NULL
AB971782	9	9	NULL
AB971785	4	4	NULL
AB971786	9	9	NULL
AB972856	1	1	NULL
AB972857	2	2	NULL
AB972858	3	3	NULL
AB972859	4	4	NULL
AB972860	6	6	NULL
AB972861	9	9	NULL
AB972862	5	5	NULL
AB972863	8	8	NULL
AB972864	7	7	NULL
AB972865	10	10	NULL
AB972866	11	11	NULL
AB975407	9	9	NULL
AB975408	9	9	NULL
AB975409	9	9	NULL
AB975411	8	9	NULL
AB975413	2	9	NULL
AB975414	2	9	NULL
AB975417	9	9	NULL
AB975420	9	9	NULL
AB975424	9	9	NULL
AB975432	8	9	NULL
AB975434	9	9	NULL
AB975435	9	9	NULL
AB975443	9	9	NULL
AB975445	2	9	NULL
AB975446	8	9	NULL
AB975453	8	9	NULL
AB975454	9	9	NULL
AB975457	9	9	NULL
AB975460	9	9	NULL
AB975461	8	9	NULL
AB975465	9	9	NULL
AB975466	4	4	NULL
AB975467	3	4	NULL
AB975469	6	4	NULL
AB975470	1	4	NULL
AB975471	4	4	NULL
AB975472	1	4	NULL
AB975473	1	4	NULL
AB975475	4	4	NULL
AB975476	6	4	NULL
AB975477	3	4	NULL
AB975479	4	4	NULL
AB975481	2	4	NULL
AB975482	3	4	NULL
AB975484	4	4	NULL
AB975485	1	4	NULL
AB975486	3	4	NULL
AB975487	3	4	NULL
AB975488	4	4	NULL
AB975489	1	4	NULL
AB975491	7	4	NULL
AB975492	1	4	NULL
AB975496	4	4	NULL
AB975497	3	4	NULL
AB975500	1	4	NULL
AB975501	2	4	NULL
AB975502	4	4	NULL
AB975505	4	4	NULL
AB975506	3	4	NULL
AB975507	3	4	NULL
AB975509	3	4	NULL
AB975511	1	4	NULL
AB975512	4	4	NULL
AB975514	8	4	NULL
AB975515	4	4	NULL
AB975517	3	4	NULL
AB975520	1	4	NULL
AB975521	4	4	NULL
AB975522	1	4	NULL
AB975527	4	4	NULL
AB975528	4	4	NULL
AB975529	1	4	NULL
AB975530	3	3	NULL
AB975532	3	4	NULL
AB975535	4	4	NULL
AB975537	3	4	NULL
AB975538	3	4	NULL
AB975539	6	4	NULL
AB975540	4	4	NULL
AB975541	3	4	NULL
AB975542	3	4	NULL
AB975544	1	4	NULL
AB975546	1	4	NULL
AB975547	4	4	NULL
AB975548	3	4	NULL
AB975549	4	4	NULL
AB975550	6	4	NULL
AB975551	11	4	NULL
AB975552	3	4	NULL
AB975553	2	4	NULL
AB975555	4	4	NULL
AB975557	3	4	NULL
AB975559	2	4	NULL
AB975560	5	4	NULL
AB975562	4	4	NULL
AB975564	6	4	NULL
AB975565	1	4	NULL
AB975566	4	4	NULL
AB975567	3	4	NULL
AB975569	1	4	NULL
AB975571	4	4	NULL
AB975572	3	4	NULL
AB975573	1	6	NULL
AB975575	5	6	NULL
AB975579	9	6	NULL
AB975580	6	6	NULL
AB975581	5	6	NULL
AB975584	6	6	NULL
AB975590	6	6	NULL
AB975592	1	6	NULL
AB975596	6	6	NULL
AB975598	6	6	NULL
AB975599	5	6	NULL
AB975602	7	6	NULL
AB975603	2	6	NULL
AB975605	1	6	NULL
AB975608	6	6	NULL
AB975616	11	6	NULL
AB975617	6	6	NULL
AB975622	6	6	NULL
AB975623	1	1	NULL
AB975624	1	1	NULL
AB975625	1	1	NULL
AB975628	1	1	NULL
AB975631	1	1	NULL
AB975632	1	1	NULL
AB975633	3	1	NULL
AB975634	5	1	NULL
AB975635	1	1	NULL
AB975636	1	1	NULL
AB975639	1	1	NULL
AB975640	1	1	NULL
AB975642	1	1	NULL
AB975644	1	1	NULL
AB975645	1	1	NULL
AB975646	1	1	NULL
AB975648	1	1	NULL
AB975649	1	1	NULL
AB975651	1	1	NULL
AB975652	3	1	NULL
AB975653	1	1	NULL
AB975654	4	1	NULL
AB975655	6	1	NULL
AB975656	1	1	NULL
AB975659	1	1	NULL
AB975660	1	1	NULL
AB975661	1	1	NULL
AB975664	1	1	NULL
AB975665	1	1	NULL
AB975666	1	1	NULL
AB975668	6	1	NULL
AB975669	2	1	NULL
AB975671	1	1	NULL
AB975672	1	1	NULL
AB975673	1	2	NULL
AB975675	1	2	NULL
AB975676	2	2	NULL
AB975680	2	2	NULL
AB975683	2	2	NULL
AB975684	2	2	NULL
AB975685	2	2	NULL
AB975687	3	2	NULL
AB975688	2	2	NULL
AB975691	3	2	NULL
AB975692	2	2	NULL
AB975695	2	2	NULL
AB975696	2	2	NULL
AB975698	2	2	NULL
AB975699	2	2	NULL
AB975700	3	2	NULL
AB975703	3	2	NULL
AB975704	2	2	NULL
AB975708	2	2	NULL
AB975711	2	2	NULL
AB975712	2	2	NULL
AB975716	2	2	NULL
AB975719	2	2	NULL
AB975720	2	2	NULL
AB975721	2	2	NULL
AB975722	8	2	NULL
AB975723	3	3	NULL
AB975724	4	3	NULL
AB975726	3	3	NULL
AB975727	3	3	NULL
AB975728	1	3	NULL
AB975729	4	3	NULL
AB975730	1	3	NULL
AB975732	4	3	NULL
AB975733	3	3	NULL
AB975734	3	3	NULL
AB975735	4	3	NULL
AB975737	3	3	NULL
AB975739	3	3	NULL
AB975740	3	3	NULL
AB975742	4	3	NULL
AB975743	4	3	NULL
AB975744	3	3	NULL
AB975745	5	3	NULL
AB975746	3	3	NULL
AB975747	4	3	NULL
AB975748	3	3	NULL
AB975750	3	3	NULL
AB975751	3	3	NULL
AB975753	5	3	NULL
AB975754	4	3	NULL
AB975756	3	3	NULL
AB975759	4	3	NULL
AB975760	3	3	NULL
AB975763	3	3	NULL
AB975764	4	3	NULL
AB975766	3	3	NULL
AB975768	4	3	NULL
AB975769	3	3	NULL
AB975770	3	3	NULL
AB975771	4	3	NULL
AB975772	3	3	NULL
AB975774	5	5	NULL
AB975777	5	5	NULL
AB975781	7	5	NULL
AB975782	5	-	NULL
AB975784	5	5	NULL
AB975785	7	-	NULL
AB975788	5	-	NULL
AB975789	1	-	NULL
AB975792	1	5	NULL
AB975795	5	-	NULL
AB975802	5	-	NULL
AB975803	1	-	NULL
AB975808	4	-	NULL
AB975809	5	5	NULL
AB975816	5	5	NULL
AB975817	4	-	NULL
AB975822	5	5	NULL
AB975824	8	8	NULL
AB975825	3	8	NULL
AB975826	9	8	NULL
AB975830	1	8	NULL
AB975831	1	8	NULL
AB975833	8	8	NULL
AB975834	8	8	NULL
AB975835	3	8	NULL
AB975839	8	8	NULL
AB975842	4	8	NULL
AB975844	9	8	NULL
AB975845	2	8	NULL
AB975846	8	8	NULL
AB975848	3	8	NULL
AB975851	8	8	NULL
AB975852	9	8	NULL
AB975855	4	8	NULL
AB975856	8	8	NULL
AB975857	1	8	NULL
AB975860	3	8	NULL
AB975866	8	8	NULL
AB975867	5	8	NULL
AB975868	8	8	NULL
AB975870	1	8	NULL
AB975872	8	8	NULL
AB975876	11	7	NULL
AB975879	7	7	NULL
AB975884	7	7	NULL
AB975890	7	7	NULL
AB975892	5	7	NULL
AB975893	11	7	NULL
AB975901	7	7	NULL
AB975904	5	7	NULL
AB975907	11	7	NULL
AB975910	5	7	NULL
AB975912	7	7	NULL
AB975920	11	7	NULL
AB975922	7	7	NULL
AB975923	10	10	NULL
AB975925	6	10	NULL
AB975929	3	10	NULL
AB975934	10	10	NULL
AB975935	1	10	NULL
AB975938	2	10	NULL
AB975942	4	10	NULL
AB975945	3	10	NULL
AB975953	10	10	NULL
AB975968	10	10	NULL
AB975971	10	10	NULL
AB975972	2	10	NULL
AB975973	11	11	NULL
AB975975	6	11	NULL
AB975982	10	11	NULL
AB975983	11	11	NULL
AB975985	2	11	NULL
AB975995	10	11	NULL
AB976007	7	11	NULL
AB976008	11	11	NULL
AB976018	9	11	NULL
AB976021	11	11	NULL
AB976022	11	11	NULL
AB985502	8	9	NULL
AB985503	2	-	NULL
AB985504	9	9	NULL
AB985505	1	4	NULL
AF039219	4	4	4
AF039220	9	9	7
AF044338	9	9	NULL
AF044339	8	9	NULL
AF044340	3	9	NULL
AF044341	8	9	NULL
AF044342	9	9	NULL
AF044344	2	9	NULL
AF044345	10	9	NULL
AF044346	9	9	NULL
AF044347	9	9	NULL
AF044349	3	9	NULL
AF044350	9	9	NULL
AF044354	4	9	NULL
AF044355	5	9	NULL
AF044356	2	9	NULL
AF044357	9	9	NULL
AF044358	3	1	NULL
AF044359	3	1	NULL
AF044360	1	1	NULL
AF044361	7	1	NULL
AF044362	6	1	NULL
AF044363	1	1	NULL
AF044364	9	1	NULL
AF044365	1	1	NULL
AF044366	11	1	NULL
AF044367	1	1	NULL
AF044368	11	1	NULL
AF044371	3	1	NULL
AF052449	6	-	4
AF052450	10	4	4
AF052451	10	-	4
AF061356	6	-	4
AF061357	2	4	4
AF061358	4	4	4
AF061360	8	-	4
AF061361	6	-	4
AF076925	4	4	4
AF076926	4	4	4
AF079157	5	5	6
AF079158	11	11	11
AF079356	3	4	4
AF079357	6	6	6
AF079358	10	10	10
AF084549	5	5	5
AF084550	5	5	5
AF084551	7	5	5
AF087678	10	10	NULL
AF093143	8	8	NULL
AF093144	6	8	NULL
AF106280	9	9	NULL
AF106282	9	9	NULL
AF106284	9	9	NULL
AF106286	8	9	NULL
AF106287	3	9	NULL
AF106289	4	9	NULL
AF106290	10	9	NULL
AF106292	5	9	NULL
AF106293	3	9	NULL
AF106294	9	9	NULL
AF106297	4	9	NULL
AF106298	2	9	NULL
AF106299	9	9	NULL
AF106300	2	1	NULL
AF106301	3	1	NULL
AF106302	1	1	NULL
AF106303	7	1	NULL
AF106304	6	1	NULL
AF106309	4	1	NULL
AF106311	1	1	NULL
AF106313	1	1	NULL
AF106318	1	1	NULL
AF106319	2	1	NULL
AF106322	4	1	NULL
AF111946	5	5	5
AF113172	3	4	NULL
AF113175	11	4	NULL
AF113178	4	4	NULL
AF120478	8	8	NULL
AF141916	5	-	5
AF141917	7	7	7
AF141918	8	9	9
AF141919	1	10	10
AF143408	4	4	NULL
AF143689	9	9	NULL
AF143690	9	9	NULL
AF144792	10	10	10
AF144793	5	10	10
AF144794	5	10	10
AF144796	4	10	10
AF144797	2	10	10
AF144798	4	10	10
AF144799	4	10	10
AF144800	3	10	10
AF144801	10	10	10
AF144802	1	10	10
AF144803	3	10	10
AF144804	10	10	10
AF144805	3	10	10
AF144806	7	10	10
AF159610	9	9	9
AF161811	5	10	10
AF161814	2	10	10
AF161815	10	10	10
AF161816	4	10	10
AF161818	8	9	9
AF161819	4	9	9
AF161820	3	9	9
AF161821	9	9	9
AF161823	9	9	9
AF161824	5	4	4
AF161825	2	4	4
AF161827	3	4	4
AF161828	4	4	4
AF161829	6	4	4
AF161830	5	4	4
AF165066	7	10	10
AF165219	4	10	NULL
AF166353	10	10	NULL
AF166354	10	10	NULL
AF170831	1	10	10
AF170832	4	10	10
AF170833	7	10	10
AF170835	6	9	9
AF170837	9	9	9
AF170839	3	4	4
AF170840	4	4	4
AF170841	4	4	4
AF173189	6	10	NULL
AF173192	10	10	NULL
AF173198	7	10	NULL
AF173199	1	10	NULL
AF173200	1	10	NULL
AF173201	1	10	NULL
AF173202	5	10	NULL
AF173203	10	10	NULL
AF173204	2	10	NULL
AF173205	2	10	NULL
AF173206	8	10	NULL
AF173207	2	10	NULL
AF173210	5	10	NULL
AF173212	1	10	NULL
AF173213	7	10	NULL
AF173214	4	10	NULL
AF173215	2	10	NULL
AF174298	1	10	NULL
AF174300	1	10	NULL
AF174301	10	10	NULL
AF174304	3	10	NULL
AF174305	10	10	NULL
AF181863	9	9	NULL
AF181864	9	9	NULL
AF181865	2	9	NULL
AF183853	4	9	NULL
AF183854	9	9	NULL
AF183855	5	9	NULL
AF183856	3	9	NULL
AF183858	9	9	NULL
AF183859	9	9	NULL
AF183860	9	9	NULL
AF183865	4	4	NULL
AF183867	4	4	NULL
AF183868	3	4	NULL
AF183869	3	4	NULL
AF183870	6	4	NULL
AF184083	9	9	NULL
AF184084	4	4	NULL
AF189252	1	-	NULL
AF189253	2	-	NULL
AF189255	4	-	NULL
AF189257	7	-	NULL
AF190169	5	-	5
AF190170	7	7	7
AF190172	7	7	7
AF192267	8	9	NULL
AF203912	5	5	6
AF205850	8	8	8
AF206724	11	11	NULL
AF207060	9	9	NULL
AF207061	9	9	NULL
AF207062	9	9	NULL
AF207063	9	9	NULL
AF225553	1	8	NULL
AF225556	2	8	NULL
AF225559	8	8	NULL
AF225560	8	8	NULL
AF225563	1	8	NULL
AF230974	7	7	7
AF230975	5	5	6
AF242393	9	9	NULL
AF242394	6	6	NULL
AF260928	2	10	NULL
AF260929	10	10	NULL
AF260930	10	10	NULL
AF260931	6	6	NULL
AF260932	4	4	NULL
AF260934	8	9	NULL
AF260935	9	9	NULL
AF260936	9	9	NULL
AF260938	9	9	NULL
AF260940	9	9	NULL
AF260944	8	9	NULL
AF260945	9	9	NULL
AF260946	3	9	NULL
AF260947	9	9	NULL
AF260948	9	9	NULL
AF260949	6	9	NULL
AF260951	3	9	NULL
AF260953	9	9	NULL
AF260954	8	9	NULL
AF260955	2	9	NULL
AF260956	9	9	NULL
AF260957	9	9	NULL
AF260958	9	9	NULL
AF260959	9	9	NULL
AF284776	4	10	NULL
AF284777	3	10	NULL
AF284778	2	10	NULL
AF284779	9	9	NULL
AF284780	10	10	NULL
AF290881	5	5	5
AF290882	9	5	5
AF290883	5	5	5
AF290884	5	5	5
AF306492	10	11	NULL
AF306493	11	11	NULL
AF306494	1	11	NULL
AF309419	4	-	NULL
AF317424	9	9	NULL
AF323711	1	9	NULL
AF323713	8	9	NULL
AF323714	4	9	NULL
AF323718	7	9	NULL
AF323719	9	9	NULL
AF323979	8	8	8
AF323980	5	3	3
AF323981	3	3	3
AF323982	9	8	8
AF325805	5	5	NULL
AF325806	4	5	NULL
AF338244	11	11	11
AF338245	10	11	NULL
AF338246	9	7	7
AF338247	7	7	NULL
AF338248	7	7	NULL
AF339843	4	4	NULL
AF339844	3	4	NULL
AF359358	9	9	NULL
AF361438	4	4	NULL
AF361439	9	9	NULL
AF373605	11	11	11
AF373892	9	9	NULL
AF373896	4	9	NULL
AF373897	1	9	NULL
AF373899	8	9	NULL
AF373900	10	9	NULL
AF373901	3	9	NULL
AF373902	11	9	NULL
AF373904	9	9	NULL
AF373905	9	9	NULL
AF373907	7	9	NULL
AF373908	9	9	NULL
AF373912	3	9	NULL
AF373914	5	9	NULL
AF373916	10	9	NULL
AF373917	4	9	NULL
AF373918	9	9	NULL
AF386914	9	9	9
AF386915	6	9	9
AF386916	2	9	9
AF386917	1	9	9
